setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,2110.036,17.26,0.269,1.5397277720307302e+17,1.201592164140352,3.9859649122807017
1,2114.9858,17.22,0.269,1.5460921580263834e+17,1.126883325442462,3.9859649122807017
2,2107.9117,17.278,0.269,1.5374898200385946e+17,1.1209511975167503,3.9859649122807017
3,2110.3289,17.258,0.269,1.5433468025044992e+17,1.1250388034632508,3.9859649122807017
4,2107.4891,17.281,0.27,1.5378392900193485e+17,1.1683604893550066,3.9859649122807017
5,2110.9594,17.253,0.269,1.537862812037284e+17,1.103980990362839,3.9859649122807017
6,2110.5506,17.256,0.269,1.5407022556309094e+17,1.1267239938319569,3.9859649122807017
7,2116.9023,17.204,0.268,1.5451949610565632e+17,1.1592206518414994,3.9859649122807017
8,2108.2124,17.275,0.269,1.5427755534974976e+17,1.1218957086683998,3.9859649122807017
9,2112.0088,17.244,0.269,1.5441969554384486e+17,1.148358621227909,3.9859649122807017
