setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,2568.1609,14.242,0.221,1.704150037687173e+17,1.2674214252283875,3.9755030621172356
1,2572.8267,14.216,0.221,1.7115964365078528e+17,1.169745619028387,3.9755030621172356
2,2574.003,14.21,0.221,1.7108437319339213e+17,1.1720138956123674,3.9755030621172356
3,2557.368,14.302,0.222,1.704499507667927e+17,1.1864864826202393,3.9755030621172356
4,2564.4693,14.263,0.221,1.7038812146250547e+17,1.2954560165673914,3.9755030621172356
5,2574.2353,14.208,0.221,1.708531853599703e+17,1.1508133554122817,3.9755030621172356
6,2565.5041,14.257,0.221,1.706542562940027e+17,1.1902289415749026,3.9755030621172356
7,2564.5435,14.262,0.221,1.709230793561211e+17,1.2160434387099575,3.9755030621172356
8,2560.7438,14.283,0.222,1.7084512066810675e+17,1.1592832535085544,3.9755030621172356
9,2570.6807,14.228,0.221,1.706542562940027e+17,1.1791621698460109,3.9755030621172356
