setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,7056.3615,24.042,0.375,4.8878652461029786e+17,1.2056857959741552,3.9954734062617883
1,7056.4031,24.042,0.375,4.8888229282617754e+17,1.1828942756278278,3.9954734062617883
2,7047.1777,24.074,0.376,4.887209989889065e+17,1.1993265721012818,3.9954734062617883
3,7054.6898,24.048,0.375,4.8903720211572326e+17,1.1826015537959211,3.9954734062617883
4,7065.7462,24.01,0.375,4.888735560766587e+17,1.1870413031822966,3.9954734062617883
5,7078.7246,23.966,0.374,4.8889842220990464e+17,1.1834168952757498,3.9954734062617883
6,7067.9775,24.003,0.375,4.8871226223938765e+17,1.1771872879155092,3.9954734062617883
7,7085.6462,23.943,0.374,4.889199280548741e+17,1.175146780345375,3.9954734062617883
8,7079.5874,23.964,0.374,4.8858759554433024e+17,1.1943142752632994,3.9954734062617883
9,7043.9302,24.085,0.376,4.889101832188723e+17,1.1707430789838025,3.9954734062617883
