setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,4708.1145,14.881,0.232,2.958041608055685e+17,1.3338272283365438,3.989041095890411
1,4707.8045,14.882,0.232,2.9584650043785216e+17,1.2932103134336925,3.989041095890411
2,4702.5786,14.898,0.232,2.952903727280947e+17,1.3004230981344704,3.989041095890411
3,4704.4031,14.892,0.232,2.948854579907789e+17,1.292094845474858,3.989041095890411
4,4698.2087,14.912,0.232,2.951361354962043e+17,1.3126556026193248,3.989041095890411
5,4700.0568,14.906,0.232,2.947708721605509e+17,1.285340780740256,3.989041095890411
6,4743.0728,14.771,0.23,2.9552223261917184e+17,1.3013930696270841,3.989041095890411
7,4641.0535,15.096,0.235,2.955780134045614e+17,1.2875352945083227,3.989041095890411
8,4605.6754,15.212,0.237,2.951788111573156e+17,1.3111403931628216,3.989041095890411
9,4599.1041,15.233,0.237,2.954429298158469e+17,1.2864134923005714,3.989041095890411
