setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,990.2073,35.483,0.553,6.268416162476851e+16,1.3333295818662991,3.9927140255009106
1,989.4494,35.511,0.554,6.251211486501274e+16,1.272028548874124,3.9927140255009106
2,988.7842,35.535,0.554,6.268953808601088e+16,1.2878480966943895,3.9927140255009106
3,987.1723,35.593,0.555,6.269491454725325e+16,1.2890742921481166,3.9927140255009106
4,993.1503,35.378,0.552,6.252824424873984e+16,1.294529168275151,3.9927140255009106
5,988.92,35.53,0.554,6.262502055110246e+16,1.256864826174548,3.9927140255009106
6,987.425,35.583,0.555,6.241533856265011e+16,1.2769427229888248,3.9927140255009106
7,989.6888,35.502,0.554,6.272717331470746e+16,1.2866582452815816,3.9927140255009106
8,989.9008,35.494,0.554,6.240996210140774e+16,1.2849671475208588,3.9927140255009106
9,987.3192,35.587,0.555,6.25174913262551e+16,1.2791945916892837,3.9927140255009106
