setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,4850.4604,34.976,0.546,3.1214658680940134e+17,1.228213262702043,3.9954734062617883
1,4853.1621,34.957,0.546,3.123821430175826e+17,1.2199314310471456,3.9954734062617883
2,4852.0081,34.965,0.546,3.122702454179758e+17,1.2345259200410181,3.9954734062617883
3,4857.6022,34.925,0.545,3.124681663974605e+17,1.2219172557675226,3.9954734062617883
4,4857.5946,34.925,0.545,3.125454530278195e+17,1.224501922051352,3.9954734062617883
5,4852.2662,34.963,0.546,3.125014332513976e+17,1.215634244086159,3.9954734062617883
6,4858.0165,34.922,0.545,3.1230351227191296e+17,1.2132310074981967,3.9954734062617883
7,4855.8352,34.938,0.545,3.1233913132764365e+17,1.2215413507017845,3.9954734062617883
8,4849.1123,34.986,0.546,3.12201359508308e+17,1.224771816204682,3.9954734062617883
9,4852.3432,34.963,0.546,3.1232938649164186e+17,1.2132450940025536,3.9954734062617883
