setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,13702.9857,7.254,0.453,7.630518039372104e+17,0.7010649311412018,3.9993561886367295
1,13678.794,7.267,0.454,7.616539272857518e+17,0.6850814840061313,3.9993561886367295
2,13688.7128,7.261,0.454,7.626821730918728e+17,0.690379883194461,3.9993561886367295
3,13681.6206,7.265,0.454,7.62699646550016e+17,0.6856000167818431,3.9993561886367295
4,13690.2795,7.261,0.454,7.628387621590794e+17,0.721140846235861,3.9993561886367295
5,13692.0865,7.26,0.454,7.63746709926445e+17,0.6891230862906726,3.9993561886367295
6,13685.1596,7.263,0.454,7.628515312246456e+17,0.6869661548562919,3.9993561886367295
7,13698.0737,7.256,0.453,7.639812574992138e+17,0.6846513137154171,3.9993561886367295
8,13697.9789,7.257,0.453,7.62842794495574e+17,0.6864343790261882,3.9993561886367295
9,13684.456,7.264,0.454,7.624422490704445e+17,0.6839802099364232,3.9993561886367295
