setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,6050.8296,11.585,0.18,3.8166826301915136e+17,1.1334581500662988,3.987220447284345
1,6055.8969,11.575,0.18,3.822018767974564e+17,1.1215403762274172,3.987220447284345
2,6059.1554,11.569,0.18,3.824559145911583e+17,1.1170418939310989,3.987220447284345
3,6055.0672,11.576,0.18,3.8202176534583706e+17,1.1268937605204599,3.987220447284345
4,6063.7743,11.56,0.18,3.8266156423367885e+17,1.1379127906355666,3.987220447284345
5,6051.0032,11.584,0.18,3.8202848592239e+17,1.2387302397808313,3.987220447284345
6,6061.6173,11.564,0.18,3.824680116289536e+17,1.1085306925651355,3.987220447284345
7,6062.2676,11.563,0.18,3.8222203852711526e+17,1.1273235755089002,3.987220447284345
8,6052.5492,11.581,0.18,3.821817150677975e+17,1.1322661590226841,3.987220447284345
9,6060.4022,11.566,0.18,3.823524177122427e+17,1.1118789959303188,3.987220447284345
