setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,13989.6123,7.105,0.444,7.781938995304858e+17,0.6261325138887895,3.9993561886367295
1,13975.273,7.113,0.444,7.76683789513261e+17,0.6317344206191614,3.9993561886367295
2,13983.2637,7.108,0.444,7.77697922141651e+17,0.6079615699193283,3.9993561886367295
3,13986.9674,7.107,0.444,7.776891854125793e+17,0.6187765785593106,3.9993561886367295
4,13993.8414,7.103,0.444,7.778968507420508e+17,0.6390650651566996,3.9993561886367295
5,13996.8665,7.102,0.444,7.787100386017935e+17,0.6122404523457701,3.9993561886367295
6,13988.5852,7.106,0.444,7.779647284063764e+17,0.6074989389313933,3.9993561886367295
7,14001.5478,7.099,0.444,7.791065516904284e+17,0.6188002982142657,3.9993561886367295
8,13982.1133,7.109,0.444,7.7788004933999e+17,0.621829365271564,3.9993561886367295
9,13964.4319,7.118,0.445,7.776347488699023e+17,0.6101258314968461,3.9993561886367295
